OTU	Blank	Elos05	Elos06	Elos07	Elos08	Elos09	Elos01	Elos10	Elos11	Elos12	Elos13	Elos02	Elos03	Elos04	Classification
Otu521	0	0	0	0	0	0	0	90	0	0	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prolixibacteraceae
Otu520	0	0	0	0	0	0	12	76	0	0	32	2	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu1338	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales
Otu1339	0	2	2	4	0	0	3	0	0	0	0	0	5	11	No hits
Otu1330	0	0	2	0	0	0	0	0	0	0	0	0	6	0	Main genome;Bacteria
Otu1331	0	0	5	2	0	0	1	0	0	0	0	0	2	0	Main genome;Bacteria
Otu1332	0	0	3	20	0	0	1	0	0	0	8	0	8	1	Main genome;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;JL-ETNP-F27
Otu1333	0	0	0	7	0	1	1	1	0	5	1	1	0	0	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Candidatus Alysiosphaera
Otu1334	0	0	0	14	0	0	1	0	0	0	0	0	9	2	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu1335	0	0	1	4	0	0	0	10	0	2	5	1	0	0	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales
Otu1336	0	0	0	3	0	1	2	0	0	0	0	0	4	0	Main genome;Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Geitlerinemaceae;Geitlerinema PCC-7105
Otu1337	0	0	1	3	0	0	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Cryomorphaceae;Owenweeksia
Otu2670	0	0	0	0	0	0	0	1	0	0	1	0	0	0	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;WDS1C4
Otu2671	0	0	0	0	0	0	0	1	0	0	1	0	0	0	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales
Otu2672	0	0	0	0	0	0	0	1	0	0	1	0	0	0	Main genome;Bacteria;Latescibacteria;Latescibacteria (kingdom);Latescibacterales;Latescibacteraceae
Otu2673	0	0	0	0	0	0	0	2	0	0	2	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu2674	0	0	0	0	0	0	0	1	0	0	1	0	0	0	Main genome;Bacteria;Planctomycetes;Pla3 lineage
Otu2675	0	0	0	0	0	0	0	1	0	0	1	0	0	0	Main genome;Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Puniceicoccus
Otu2676	0	0	0	0	0	0	0	0	0	1	0	1	0	0	Main genome;Bacteria;Planctomycetes;vadinHA49
Otu2677	0	0	0	0	0	0	0	0	0	1	1	0	0	0	Main genome;Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanolobus
Otu2678	0	0	0	0	0	0	0	0	0	1	0	1	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae
Otu2679	0	0	0	0	0	0	0	0	0	1	1	0	0	0	Main genome;Bacteria;Kiritimatiellaeota;Kiritimatiellae;WCHB1-41
Otu789	0	6	0	0	0	0	0	9	0	18	13	17	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;AKAU3564 sediment group
Otu788	0	7	0	0	0	6	8	35	0	7	28	32	1	0	Main genome;Bacteria;Kiritimatiellaeota;Kiritimatiellae;WCHB1-41
Otu783	0	41	0	0	0	0	0	2	0	0	21	5	0	0	Main genome;Bacteria;Calditrichaeota;Calditrichia;Calditrichales;Calditrichaceae
Otu782	0	0	0	0	0	0	0	20	0	0	32	3	0	0	Main genome;Bacteria;Kiritimatiellaeota;Kiritimatiellae;WCHB1-41
Otu781	0	0	0	0	0	0	0	1	0	0	18	0	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;VHS-B3-70
Otu780	0	0	2	3	0	0	1	20	0	0	47	0	1	1	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
Otu787	0	7	0	0	0	6	9	4	0	1	2	38	0	0	Main genome;Bacteria;Patescibacteria;ABY1
Otu786	0	0	0	0	0	0	0	0	0	0	0	20	0	0	Main genome;Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pir4 lineage
Otu785	0	18	0	0	0	1	0	22	0	4	12	26	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;MSBL9;4572-13
Otu784	0	5	0	0	0	0	5	0	0	0	1	70	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Desulfovermiculus
Otu1024	0	1	0	0	0	0	0	15	0	0	9	0	0	0	Main genome;Bacteria;Patescibacteria;ABY1
Otu1025	0	11	0	9	0	0	4	32	0	1	41	33	0	1	Main genome;Bacteria
Otu1026	0	2	0	0	0	1	0	33	0	0	7	8	0	1	Main genome;Bacteria;Actinobacteria;Nitriliruptoria;Nitriliruptorales;Nitriliruptoraceae
Otu1027	0	0	0	0	0	0	0	11	0	0	0	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu1020	0	0	0	0	0	0	0	10	0	0	1	1	0	0	Main genome;Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pir4 lineage
Otu1021	0	2	0	0	0	0	0	34	0	1	43	5	0	0	Main genome;Bacteria;Spirochaetes;Leptospirae;Leptospirales;Leptospiraceae
Otu1022	0	0	0	0	0	0	0	20	0	0	7	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;SBYC-2600
Otu1023	0	0	0	0	0	0	0	13	0	1	0	0	0	0	Main genome;Bacteria;Patescibacteria;Microgenomatia
Otu545	0	0	0	0	0	0	0	0	0	93	0	0	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;Bradymonadaceae
Otu544	0	0	0	0	0	2	0	0	0	36	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales
Otu547	0	4	0	0	0	14	5	1	0	93	0	0	0	2	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
Otu546	0	0	0	0	0	0	0	0	0	83	0	0	0	0	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
Otu1028	0	2	1	3	0	0	8	34	0	19	2	18	1	2	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
Otu1029	0	0	0	0	0	0	0	15	0	0	0	0	0	0	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;BD2-7
Otu543	0	37	0	0	0	3	0	12	0	128	45	20	0	0	Main genome;Bacteria
Otu542	0	2	0	0	0	0	2	13	0	29	13	0	0	0	Main genome;Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pirellula
Otu765	0	0	0	0	0	0	0	5	0	0	71	0	0	0	Main genome;Bacteria;Caldiserica;Caldisericia;Caldisericales;LF045
Otu318	0	99	0	7	0	0	19	114	0	0	110	87	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prolixibacteraceae;Tangfeifania
Otu767	0	0	0	0	0	0	0	36	0	0	50	0	0	0	Main genome;Bacteria;Patescibacteria;ABY1
Otu766	0	0	0	0	0	0	0	12	0	0	33	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu761	0	7	0	0	0	0	6	32	0	1	61	58	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae
Otu760	0	41	0	0	0	0	0	37	0	5	64	17	0	0	Main genome;Bacteria;Chloroflexi;Anaerolineae;SBR1031
Otu763	0	0	0	0	0	4	0	22	0	13	28	1	0	0	Main genome;Bacteria;Bacteroidetes;Ignavibacteria;OPB56
Otu319	0	21	0	0	0	0	0	7	0	0	70	3	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;AKAU3564 sediment group
Otu949	0	4	0	0	0	0	0	44	0	10	60	19	0	0	Main genome;Bacteria;Lentisphaerae;Oligosphaeria;Oligosphaerales;Lenti-02
Otu948	0	0	0	0	0	0	0	3	0	0	0	0	0	0	No hits
Otu769	0	0	0	0	0	0	0	24	0	0	40	0	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B)
Otu768	0	6	0	0	0	0	3	16	0	0	16	3	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Cytophagales
Otu839	0	15	0	0	0	0	0	24	0	22	12	7	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;AKAU3564 sediment group
Otu307	0	0	0	0	0	16	0	0	0	154	0	0	0	2	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halococcaceae;Halococcus
Otu306	0	0	0	0	0	0	0	9	0	134	0	9	0	0	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria
Otu305	0	4	0	0	0	12	1	0	0	204	0	10	0	4	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax
Otu304	0	50	0	1	0	6	5	152	0	302	85	66	0	0	Main genome;Bacteria;Gemmatimonadetes;BD2-11 terrestrial group
Otu303	0	1	0	0	0	63	3	46	0	318	7	1	0	3	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfotignum
Otu302	0	36	0	0	0	6	2	91	0	204	145	63	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfatiglans
Otu301	0	0	0	0	0	0	0	0	0	117	0	0	0	0	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Thiohalorhabdales;Thiohalorhabdaceae;Thiohalorhabdus
Otu300	0	4	6	5	0	4	1	279	0	5	54	8	9	1	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
Otu312	0	43	1	1	0	15	9	8	0	285	0	12	0	35	Main genome;Bacteria;Bacteroidetes;Rhodothermia;Balneolales;Balneolaceae
Otu309	0	12	0	0	0	3	0	84	0	197	40	40	0	0	Main genome;Bacteria;Atribacteria;JS1
Otu308	0	37	7	17	0	14	60	0	0	370	0	19	14	99	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halomicrobiaceae;Halapricum
Otu996	0	2	0	0	0	0	0	24	0	1	1	4	0	0	Main genome;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae
Otu313	0	64	14	21	12	107	78	16	0	488	1	199	11	122	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae;Haloplanus
Otu997	0	0	0	0	0	0	0	11	0	0	2	1	0	0	Main genome;Bacteria;Kiritimatiellaeota;Kiritimatiellae;WCHB1-41
Otu994	0	0	0	0	0	0	0	16	0	2	7	0	0	0	Main genome;Bacteria;Patescibacteria;ABY1
Otu995	0	0	0	1	0	0	0	7	0	0	2	0	0	0	Main genome;Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae
Otu992	0	0	0	0	0	0	0	3	0	0	0	0	0	0	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae
Otu993	0	0	0	0	0	0	0	43	0	0	23	0	0	0	Main genome;Bacteria;Actinobacteria;Actinobacteria (kingdom);Micrococcales;Microbacteriaceae;Candidatus Aquiluna
Otu2418	0	1	0	0	0	0	0	0	0	0	1	0	0	0	Main genome;Bacteria
Otu2419	0	1	0	0	0	0	0	0	0	1	0	0	0	0	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
Otu990	0	0	0	0	0	0	0	9	0	0	0	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu824	0	18	0	0	0	0	0	38	0	4	37	2	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;AKAU3564 sediment group
Otu2410	0	2	1	0	0	0	1	0	0	1	0	0	0	1	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae
Otu2411	0	1	0	0	0	0	0	1	0	0	2	0	0	0	Main genome;Bacteria;Patescibacteria;WWE3
Otu2412	0	1	0	0	0	0	0	0	0	0	1	0	0	0	Main genome;Archaea;Asgardaeota;Lokiarchaeia
Otu2413	0	1	0	0	0	0	0	1	0	0	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidetes BD2-2
Otu2414	0	2	0	0	0	0	1	0	0	4	1	2	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiliaceae
Otu2415	0	3	0	0	0	0	2	0	0	0	0	3	0	1	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium
Otu2416	0	1	0	0	0	0	0	0	0	0	1	0	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfatiglans
Otu2417	0	3	0	0	0	0	0	0	0	1	0	2	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;MSBL9;SG8-4
Otu163	0	0	0	0	0	0	0	8	0	0	202	0	0	0	Main genome;Bacteria;Patescibacteria;ABY1
Otu162	0	0	0	0	0	9	0	58	0	268	0	36	0	0	Main genome;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae
Otu161	0	82	0	0	0	41	3	15	0	330	17	129	0	0	Main genome;Bacteria;Planctomycetes;Brocadiae;SM23-32
Otu160	0	42	0	0	0	8	4	366	0	32	145	13	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfotignum
Otu167	0	0	42	5	0	0	0	0	0	0	0	0	428	2	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales
Otu166	0	8	0	7	0	0	80	303	0	0	364	38	0	1	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
Otu165	0	11	0	0	0	3	35	74	0	0	253	30	0	0	Main genome;Bacteria;Lentisphaerae;Oligosphaeria;SS1-B-02-17
Otu164	0	87	0	0	0	0	0	106	0	87	334	122	0	0	Main genome;Bacteria;Chloroflexi;Anaerolineae;SBR1031
Otu169	0	184	2	11	0	21	135	75	0	0	5	290	6	545	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiliaceae;Anaerophaga
Otu168	0	0	67	43	0	0	0	4	0	0	0	0	391	0	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae
Otu1680	0	0	0	2	0	0	0	3	0	0	0	0	1	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales
Otu1681	0	0	0	0	0	0	0	4	0	0	0	0	0	0	Main genome;Archaea;Euryarchaeota;Thermoplasmata;Marine Benthic Group D and DHVEG-1
Otu1682	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu1683	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
Otu1684	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;SM1A07
Otu1685	0	0	0	0	0	2	0	11	0	0	7	1	0	0	Main genome;Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9
Otu1686	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Flammeovirgaceae
Otu1687	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;WS2
Otu1688	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio
Otu1689	0	0	0	0	0	0	0	4	0	0	1	0	0	0	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Candidatus Marispirochaeta
Otu2304	0	0	0	0	0	0	0	1	0	0	1	2	0	0	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
Otu2305	0	1	0	0	0	0	0	0	0	0	1	7	0	0	Main genome;Bacteria;Planctomycetes;Brocadiae;SM23-32
Otu2306	0	0	0	0	0	0	0	0	0	0	0	2	0	0	Main genome;Bacteria
Otu2307	0	2	0	0	0	0	2	0	0	1	0	8	0	1	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae;Halovivax;Halovivax asiaticus
Otu2300	0	5	0	0	0	0	3	0	0	0	0	21	0	2	Main genome;Bacteria
Otu2301	0	0	0	0	0	0	2	1	0	0	1	11	0	1	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Sediminispirochaeta
Otu2302	0	0	0	0	0	0	0	0	0	0	0	2	0	0	Main genome;Bacteria;Chlamydiae;Chlamydiae (kingdom);Chlamydiales;Parachlamydiaceae
Otu2303	0	1	0	0	0	0	0	2	0	0	1	4	0	0	Main genome;Bacteria;Chloroflexi;Anaerolineae;SBR1031
Otu2308	0	0	0	0	0	0	1	1	0	0	0	4	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu2309	0	0	0	0	0	0	0	0	0	0	0	2	0	0	No hits
Otu2249	0	0	0	0	0	0	0	4	0	0	9	0	0	0	Main genome;Bacteria;Calditrichaeota;Calditrichia;Calditrichales;Calditrichaceae;Caldithrix
Otu2248	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Main genome;Bacteria
Otu2241	0	1	0	0	0	0	1	4	0	0	6	0	0	0	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Unknown Halanaerobiaceae order 2
Otu2240	0	0	0	0	0	0	0	2	0	4	6	0	0	0	Main genome;Bacteria;Omnitrophicaeota
Otu2243	0	0	0	0	0	0	0	0	0	0	6	0	0	0	Main genome;Bacteria;Bacteroidetes;Ignavibacteria;OPB56
Otu2242	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Main genome;Bacteria;Omnitrophicaeota
Otu2245	0	0	0	7	0	0	0	0	0	8	12	4	2	1	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Phaeodactylibacter
Otu2244	0	1	0	0	0	0	0	1	0	0	6	2	0	0	Main genome;Bacteria
Otu2247	0	0	0	0	0	0	1	2	0	0	6	3	0	0	Main genome;Bacteria;Kiritimatiellaeota;Kiritimatiellae;WCHB1-41
Otu2246	0	0	0	0	0	0	0	0	0	0	4	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu825	0	13	0	0	0	0	15	4	0	31	10	31	0	4	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Unknown Halanaerobiaceae order 1
Otu558	0	1	0	0	0	0	0	22	0	39	21	0	0	0	Main genome;Bacteria
Otu559	0	18	2	0	0	0	0	0	0	66	0	0	0	28	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halomicrobiaceae
Otu72	0	188	62	54	0	0	311	194	0	129	59	2913	316	240	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae;Haloterrigena
Otu73	0	66	227	186	0	0	215	46	0	16	4	19	903	458	Main genome;Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae;Salisaeta
Otu70	0	1	166	134	0	0	1	4	0	0	1	0	824	13	No hits
Otu71	0	9	6	7	2	19	41	1	0	838	0	1	0	157	Main genome;Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae;Salinibacter
Otu1529	0	1	0	1	0	0	4	0	0	0	0	0	0	14	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halomicrobiaceae;Halomicrobium
Otu1528	0	0	0	0	0	0	3	0	0	0	0	1	0	0	Main genome;Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;TG3
Otu74	0	126	0	0	0	0	1006	304	0	0	285	166	0	20	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Salinivirgaceae;Salinivirga
Otu75	0	47	221	551	0	11	34	1485	0	45	591	165	644	61	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseivivax
Otu1525	0	1	0	0	0	0	12	0	0	0	0	6	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Desulfovermiculus
Otu1524	0	2	0	0	0	2	6	0	0	1	0	0	0	3	Main genome;Archaea;Diapherotrites;Iainarchaeia;Unknown Iainarchaeia phylum 1
Otu1527	0	0	1	0	0	0	7	9	0	0	5	0	4	1	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae
Otu1526	0	0	0	0	0	0	6	0	0	0	0	3	0	0	Main genome;Archaea;Diapherotrites;Iainarchaeia;Unknown Iainarchaeia phylum 2
Otu1521	0	7	0	0	0	0	2	0	0	0	0	8	0	2	Main genome;Bacteria;Planctomycetes;Phycisphaerae;MSBL9;SG8-4
Otu1520	0	0	0	1	0	0	4	3	0	0	4	0	0	0	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Oceanicaulis
Otu1523	0	3	0	3	0	0	4	0	0	0	0	0	7	10	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales
Otu1522	0	0	0	0	0	0	2	0	0	0	0	2	0	0	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium
Otu2256	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu2257	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Main genome;Bacteria;Planctomycetes;OM190
Otu36	0	0	0	3	0	0	4	1318	0	0	549	0	0	1	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Cryomorphaceae;Cryomorpha
Otu550	0	0	0	0	0	0	0	0	0	34	0	0	0	0	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halomicrobiaceae;Halomarina
Otu37	0	1468	56	295	7	30	2661	0	0	10	0	1249	492	3153	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;Halanaerobacter
Otu1626	0	0	0	0	0	0	0	8	0	0	4	0	0	0	Main genome;Bacteria;Kiritimatiellaeota;Kiritimatiellae;WCHB1-41
Otu551	0	6	0	0	0	0	6	9	0	116	0	95	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiliaceae
Otu34	0	607	326	855	3	0	1867	0	0	17	0	206	1347	3509	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae;Halorubrum
Otu1627	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Planctomycetes;vadinHA49
Otu835	0	35	2	4	0	0	14	2	0	2	0	24	10	8	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloadaptaceae;Haladaptatus
Otu35	0	711	157	168	2	106	986	416	0	195	879	1535	390	2181	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium
Otu953	0	0	0	0	0	0	0	21	0	0	4	0	0	0	Main genome;Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Phormidiaceae;Arthrospira PCC-7345
Otu32	0	48	0	0	0	0	0	254	0	10	1373	61	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu950	0	0	0	0	0	0	1	52	0	0	20	1	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfofustis
Otu33	0	3	1	47	0	0	78	267	0	2	1463	3	1	10	Main genome;Bacteria
Otu951	0	1	0	4	0	0	4	42	0	1	28	5	0	2	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;SB-5
Otu30	0	5	837	402	0	0	45	665	0	4	245	1	1744	207	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
Otu956	0	0	0	0	0	0	0	30	0	0	21	0	0	0	Main genome;Bacteria;Planctomycetes;Pla4 lineage
Otu31	0	347	5	7	0	71	48	304	0	376	121	1946	13	105	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Halothiobacillales;Halothiobacillaceae;Halothiobacillus
Otu1628	0	3	0	0	0	4	2	14	0	13	10	5	0	0	Main genome;Bacteria;Chlamydiae;LD1-PA32
Otu834	0	5	0	0	0	0	9	5	0	9	2	9	0	3	Main genome;Bacteria;Planctomycetes;Phycisphaerae;MSBL9;SG8-4
Otu1239	0	0	1	0	0	0	0	3	0	0	0	0	8	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales
Otu1238	0	0	1	0	0	0	0	0	0	0	0	0	16	0	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria
Otu1629	0	0	0	0	0	0	0	3	0	0	0	1	0	0	Main genome;Bacteria
Otu954	0	6	0	0	0	0	1	44	0	0	18	4	0	0	Main genome;Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae
Otu1231	0	0	2	5	0	0	1	3	0	0	0	0	15	1	Main genome;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b
Otu1230	0	0	0	1	0	0	0	2	0	1	2	0	9	1	Main genome;Bacteria
Otu1233	0	0	3	1	0	0	0	4	0	0	1	0	18	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;Sandaracinus
Otu1232	0	0	1	5	0	0	0	0	0	0	0	0	6	0	No hits
Otu1235	0	0	12	4	0	0	0	0	0	0	0	0	16	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales
Otu1234	0	0	4	0	0	0	0	0	0	0	0	0	7	1	No hits
Otu1237	0	1	12	15	0	0	1	1	0	0	0	0	21	8	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae
Otu1236	0	0	2	2	0	0	0	1	0	0	0	0	9	0	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
Otu893	0	5	0	0	0	0	6	1	0	0	0	11	0	1	Main genome;Bacteria;Chlamydiae;Chlamydiae (kingdom);Chlamydiales;Simkaniaceae
Otu2258	0	0	0	1	0	0	2	4	0	0	6	0	1	0	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sediminimonas
Otu892	9	0	0	0	0	6	0	0	0	0	0	0	0	0	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
